"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US50005","Caledonia County, Vermont","12877","249","11797","275","10053","329","776","146","10300","333","1007","205","7437","321","151","49","164","86","1","2","1080","182","11000","283","73","34","10927","284","8600","335","1368","222","8220","344","1400","209","1877","245","1567","272","2","3","1023","206","542","133","5514","326","40","22","4363","289","1111","211","5796","320","31","26","5541","325","224","73","(X)","(X)","91.6","1.4","78.1","2.5","6.0","1.1","80.0","2.0","7.8","1.6","57.8","2.3","1.2","0.4","1.3","0.7","0.0","0.1","8.4","1.4","85.4","1.8","0.6","0.3","84.9","1.9","66.8","2.4","10.6","1.7","63.8","2.6","10.9","1.6","14.6","1.8","(X)","(X)","0.1","0.2","65.3","6.2","34.6","6.2","(X)","(X)","0.7","0.4","79.1","3.4","20.1","3.4","(X)","(X)","0.5","0.5","95.6","1.4","3.9","1.3",
"0500000US50007","Chittenden County, Vermont","70443","586","67930","744","62551","883","1990","309","63899","804","2517","364","47616","1077","661","188","1090","235","0","24","2513","435","64774","869","112","71","64662","866","58586","1009","4690","531","58607","916","2526","391","5669","675","6439","547","23","35","4786","476","1630","371","22189","858","82","62","19407","838","2700","483","41815","1015","7","11","40469","1039","1339","286","(X)","(X)","96.4","0.6","88.8","0.9","2.8","0.4","90.7","0.7","3.6","0.5","67.6","1.5","0.9","0.3","1.5","0.3","0.0","0.1","3.6","0.6","92.0","1.0","0.2","0.1","91.8","1.0","83.2","1.2","6.7","0.7","83.2","1.1","3.6","0.6","8.0","1.0","(X)","(X)","0.4","0.5","74.3","5.0","25.3","5.0","(X)","(X)","0.4","0.3","87.5","2.1","12.2","2.1","(X)","(X)","0.0","0.1","96.8","0.7","3.2","0.7",
"0500000US50009","Essex County, Vermont","2729","135","2476","149","2093","148","220","54","1989","134","174","51","1592","139","77","32","59","33","0","15","253","59","2302","138","12","9","2290","137","1738","137","192","35","1663","121","428","67","427","79","362","67","0","15","253","58","109","32","1334","102","12","9","1063","100","259","64","1033","115","0","15","974","113","59","34","(X)","(X)","90.7","2.2","76.7","3.3","8.1","1.9","72.9","2.9","6.4","1.9","58.3","3.6","2.8","1.2","2.2","1.2","0.0","0.9","9.3","2.2","84.4","2.8","0.4","0.3","83.9","2.7","63.7","3.3","7.0","1.3","60.9","3.3","15.7","2.3","15.6","2.8","(X)","(X)","0.0","6.7","69.9","7.7","30.1","7.7","(X)","(X)","0.9","0.7","79.7","4.4","19.4","4.5","(X)","(X)","0.0","2.4","94.3","3.2","5.7","3.2",
"0500000US50011","Franklin County, Vermont","19605","400","18208","455","15383","557","1052","219","16216","515","1557","383","12002","511","326","142","233","78","0","24","1397","282","17443","508","88","49","17355","511","15021","537","1229","210","14868","621","1552","231","2162","355","1959","346","22","27","1258","230","679","266","7470","541","47","31","6313","498","1110","220","10176","533","19","20","9784","533","373","141","(X)","(X)","92.9","1.4","78.5","2.2","5.4","1.1","82.7","1.9","7.9","1.9","61.2","2.5","1.7","0.7","1.2","0.4","0.0","0.1","7.1","1.4","89.0","1.8","0.4","0.3","88.5","1.8","76.6","2.2","6.3","1.1","75.8","2.5","7.9","1.2","11.0","1.8","(X)","(X)","1.1","1.4","64.2","9.6","34.7","9.9","(X)","(X)","0.6","0.4","84.5","2.7","14.9","2.7","(X)","(X)","0.2","0.2","96.1","1.4","3.7","1.4",
"0500000US50013","Grand Isle County, Vermont","3078","128","2945","131","2767","144","188","63","2693","143","87","37","2008","140","13","12","48","27","5","8","133","45","2854","133","14","11","2840","131","2566","141","246","60","2338","163","260","54","224","51","283","65","5","7","189","50","89","40","987","108","9","9","894","105","84","33","1808","125","0","15","1757","126","51","27","(X)","(X)","95.7","1.4","89.9","2.1","6.1","2.1","87.5","2.6","2.8","1.2","65.2","3.8","0.4","0.4","1.6","0.9","0.2","0.3","4.3","1.4","92.7","1.6","0.5","0.4","92.3","1.7","83.4","2.6","8.0","2.0","76.0","3.2","8.4","1.8","7.3","1.6","(X)","(X)","1.8","2.4","66.8","11.1","31.4","11.1","(X)","(X)","0.9","0.9","90.6","3.4","8.5","3.2","(X)","(X)","0.0","1.4","97.2","1.5","2.8","1.5",
"0500000US50015","Lamoille County, Vermont","11424","401","10914","392","9118","446","626","153","9797","430","765","154","7282","391","212","99","304","111","0","19","510","121","10316","392","61","27","10255","395","8400","483","1017","192","8392","414","962","213","1108","226","895","189","5","9","649","139","241","125","5099","392","19","12","4367","363","713","205","5430","388","37","24","5239","397","154","84","(X)","(X)","95.5","1.0","79.8","2.6","5.5","1.4","85.8","1.8","6.7","1.4","63.7","2.9","1.9","0.9","2.7","1.0","0.0","0.2","4.5","1.0","90.3","1.9","0.5","0.2","89.8","1.9","73.5","3.2","8.9","1.7","73.5","2.8","8.4","1.9","9.7","1.9","(X)","(X)","0.6","1.0","72.5","11.1","26.9","11.0","(X)","(X)","0.4","0.2","85.6","3.8","14.0","3.7","(X)","(X)","0.7","0.5","96.5","1.6","2.8","1.5",
"0500000US50017","Orange County, Vermont","12790","225","11912","263","10395","342","891","133","10160","263","825","206","7635","316","268","72","245","75","0","19","878","139","11238","299","159","53","11079","298","8627","308","1059","181","8970","369","1025","156","1552","215","1217","212","46","30","872","191","299","83","4908","333","77","38","4049","326","782","151","6665","322","36","20","6158","294","471","156","(X)","(X)","93.1","1.1","81.3","2.2","7.0","1.0","79.4","1.5","6.5","1.6","59.7","2.3","2.1","0.6","1.9","0.6","0.0","0.2","6.9","1.1","87.9","1.7","1.2","0.4","86.6","1.7","67.5","2.2","8.3","1.4","70.1","2.4","8.0","1.2","12.1","1.7","(X)","(X)","3.8","2.4","71.7","6.8","24.6","6.5","(X)","(X)","1.6","0.8","82.5","3.0","15.9","3.0","(X)","(X)","0.5","0.3","92.4","2.2","7.1","2.2",
"0500000US50019","Orleans County, Vermont","11791","296","10868","323","9190","324","886","156","9103","350","852","140","6890","306","354","107","246","63","0","19","923","140","10481","308","94","38","10387","315","8081","328","856","172","8235","330","1291","159","1310","162","1303","171","10","11","935","166","358","80","5185","318","70","37","4402","321","713","124","5303","320","14","9","5050","309","239","70","(X)","(X)","92.2","1.2","77.9","2.0","7.5","1.3","77.2","2.0","7.2","1.2","58.4","2.0","3.0","0.9","2.1","0.5","0.0","0.2","7.8","1.2","88.9","1.3","0.8","0.3","88.1","1.4","68.5","2.1","7.3","1.5","69.8","2.0","10.9","1.4","11.1","1.3","(X)","(X)","0.8","0.8","71.8","6.3","27.5","6.2","(X)","(X)","1.4","0.7","84.9","2.5","13.8","2.4","(X)","(X)","0.3","0.2","95.2","1.3","4.5","1.3",
"0500000US50021","Rutland County, Vermont","25448","425","23286","462","20042","536","2041","258","20201","517","1911","307","14490","555","255","84","442","115","4","6","2162","314","21570","449","145","67","21425","440","16209","570","1960","294","18624","471","1032","193","3878","429","3525","476","21","25","2064","333","1440","341","11038","493","55","41","9127","467","1856","298","10885","476","69","43","10234","454","582","151","(X)","(X)","91.5","1.2","78.8","1.8","8.0","1.0","79.4","1.5","7.5","1.2","56.9","1.8","1.0","0.3","1.7","0.5","0.0","0.1","8.5","1.2","84.8","1.6","0.6","0.3","84.2","1.6","63.7","2.1","7.7","1.2","73.2","1.8","4.1","0.7","15.2","1.6","(X)","(X)","0.6","0.7","58.6","6.9","40.9","6.9","(X)","(X)","0.5","0.4","82.7","2.5","16.8","2.5","(X)","(X)","0.6","0.4","94.0","1.4","5.3","1.3",
"0500000US50023","Washington County, Vermont","25474","375","23910","428","21728","495","1584","272","21320","471","907","241","16067","544","349","151","515","175","10","16","1564","263","23110","467","100","30","23010","466","19161","539","3497","503","18069","550","1688","262","2364","338","2481","326","30","22","1816","310","635","152","9483","527","38","18","8063","517","1382","283","13510","495","32","17","13131","476","347","106","(X)","(X)","93.9","1.0","85.3","1.6","6.2","1.1","83.7","1.5","3.6","0.9","63.1","2.1","1.4","0.6","2.0","0.7","0.0","0.1","6.1","1.0","90.7","1.3","0.4","0.1","90.3","1.3","75.2","1.9","13.7","1.9","70.9","2.1","6.6","1.0","9.3","1.3","(X)","(X)","1.2","0.9","73.2","6.0","25.6","6.0","(X)","(X)","0.4","0.2","85.0","2.9","14.6","2.8","(X)","(X)","0.2","0.1","97.2","0.8","2.6","0.8",
"0500000US50025","Windham County, Vermont","19660","410","18462","443","16432","452","1592","256","15928","502","1049","212","11129","536","219","68","282","87","17","18","1198","225","15711","528","170","65","15541","532","12742","532","1558","263","13114","537","1035","156","3949","407","2457","322","14","23","1576","273","867","199","8041","504","112","59","6054","430","1875","328","9162","512","44","28","7911","510","1207","269","(X)","(X)","93.9","1.1","83.6","1.7","8.1","1.3","81.0","1.7","5.3","1.1","56.6","2.4","1.1","0.3","1.4","0.4","0.1","0.1","6.1","1.1","79.9","2.0","0.9","0.3","79.0","2.0","64.8","2.1","7.9","1.3","66.7","2.3","5.3","0.8","20.1","2.0","(X)","(X)","0.6","1.0","64.1","6.8","35.3","6.9","(X)","(X)","1.4","0.7","75.3","3.4","23.3","3.6","(X)","(X)","0.5","0.3","86.3","2.9","13.2","2.8",
"0500000US50027","Windsor County, Vermont","24873","442","23590","491","20974","535","1796","320","20611","570","1444","299","15514","574","360","129","485","136","32","43","1283","276","22140","511","209","150","21931","526","17555","622","1387","239","19544","592","1398","238","2733","356","2612","360","122","152","1886","279","604","185","9787","467","44","27","8105","466","1638","287","12474","526","43","34","11940","505","491","167","(X)","(X)","94.8","1.1","84.3","1.7","7.2","1.3","82.9","1.7","5.8","1.2","62.4","2.1","1.4","0.5","1.9","0.5","0.1","0.2","5.2","1.1","89.0","1.4","0.8","0.6","88.2","1.5","70.6","2.3","5.6","1.0","78.6","2.0","5.6","0.9","11.0","1.4","(X)","(X)","4.7","5.6","72.2","7.0","23.1","6.6","(X)","(X)","0.4","0.3","82.8","2.7","16.7","2.8","(X)","(X)","0.3","0.3","95.7","1.3","3.9","1.3",
"0500000US51001","Accomack County, Virginia","14302","503","12648","596","9316","535","591","167","11443","615","2109","337","7728","597","155","84","317","131","1","3","1654","332","11884","606","59","37","11825","602","10420","599","2601","351","7696","609","1747","270","2418","404","2249","359","11","12","1253","268","985","245","6756","596","28","24","5534","567","1194","274","5297","447","20","24","5038","454","239","109","(X)","(X)","88.4","2.4","65.1","3.0","4.1","1.1","80.0","2.9","14.7","2.3","54.0","3.5","1.1","0.6","2.2","0.9","0.0","0.1","11.6","2.4","83.1","2.8","0.4","0.3","82.7","2.8","72.9","3.2","18.2","2.4","53.8","3.6","12.2","1.9","16.9","2.8","(X)","(X)","0.5","0.6","55.7","8.1","43.8","8.1","(X)","(X)","0.4","0.4","81.9","3.8","17.7","3.9","(X)","(X)","0.4","0.5","95.1","2.2","4.5","2.1",
"0500000US51003","Albemarle County, Virginia","45064","398","43088","500","39098","712","1459","280","40605","575","2268","459","31046","710","248","117","3407","513","37","47","1976","368","41188","647","60","43","41128","641","38050","893","6142","726","33295","773","2794","338","3876","518","3129","424","0","31","2218","325","911","247","13984","791","32","29","12133","750","1819","372","27951","813","28","29","26777","838","1146","229","(X)","(X)","95.6","0.8","86.8","1.3","3.2","0.6","90.1","1.1","5.0","1.0","68.9","1.5","0.6","0.3","7.6","1.1","0.1","0.1","4.4","0.8","91.4","1.1","0.1","0.1","91.3","1.1","84.4","1.7","13.6","1.6","73.9","1.7","6.2","0.7","8.6","1.1","(X)","(X)","0.0","1.3","70.9","6.1","29.1","6.1","(X)","(X)","0.2","0.2","86.8","2.5","13.0","2.5","(X)","(X)","0.1","0.1","95.8","0.8","4.1","0.8",
"0500000US51005","Alleghany County, Virginia","6292","239","5571","297","3802","296","402","147","5034","299","1047","219","3017","323","59","37","95","57","0","21","721","195","5208","286","11","14","5197","284","4231","311","468","123","4445","310","1038","228","1084","220","1180","251","0","21","743","201","437","152","2953","320","0","21","2416","315","537","162","2159","264","11","14","2038","258","110","59","(X)","(X)","88.5","3.1","60.4","3.8","6.4","2.3","80.0","3.9","16.6","3.4","47.9","4.7","0.9","0.6","1.5","0.9","0.0","0.6","11.5","3.1","82.8","3.4","0.2","0.2","82.6","3.4","67.2","4.5","7.4","2.0","70.6","3.8","16.5","3.6","17.2","3.4","(X)","(X)","0.0","3.3","63.0","10.4","37.0","10.4","(X)","(X)","0.0","1.3","81.8","5.3","18.2","5.3","(X)","(X)","0.5","0.6","94.4","2.7","5.1","2.7",
"0500000US51007","Amelia County, Virginia","5285","181","4626","294","3514","336","272","116","4265","310","813","253","2732","312","49","50","35","37","0","21","659","227","4257","305","84","59","4173","307","3682","298","811","211","2512","398","961","288","1028","243","573","214","33","39","288","141","252","148","2289","321","35","36","1681","329","573","187","2423","263","16","24","2204","276","203","126","(X)","(X)","87.5","4.3","66.5","5.8","5.1","2.2","80.7","4.9","15.4","4.7","51.7","5.8","0.9","0.9","0.7","0.7","0.0","0.8","12.5","4.3","80.5","4.7","1.6","1.1","79.0","4.7","69.7","5.0","15.3","4.0","47.5","7.0","18.2","5.4","19.5","4.7","(X)","(X)","5.8","7.0","50.3","17.5","44.0","17.9","(X)","(X)","1.5","1.6","73.4","8.2","25.0","8.1","(X)","(X)","0.7","1.0","91.0","5.3","8.4","5.1",
"0500000US51009","Amherst County, Virginia","12702","319","11371","384","8853","404","619","176","10558","374","1631","243","6776","452","112","71","409","125","0","28","1331","229","10390","417","56","41","10334","418","9269","425","2191","254","6771","390","1508","257","2312","300","1571","250","11","17","781","161","779","211","5523","375","13","14","4361","384","1149","194","5608","345","32","35","5192","330","384","132","(X)","(X)","89.5","1.8","69.7","2.7","4.9","1.4","83.1","2.1","12.8","1.9","53.3","3.3","0.9","0.6","3.2","1.0","0.0","0.3","10.5","1.8","81.8","2.4","0.4","0.3","81.4","2.4","73.0","2.9","17.2","2.0","53.3","2.7","11.9","2.0","18.2","2.4","(X)","(X)","0.7","1.1","49.7","8.9","49.6","9.1","(X)","(X)","0.2","0.3","79.0","3.5","20.8","3.5","(X)","(X)","0.6","0.6","92.6","2.3","6.8","2.3",
"0500000US51011","Appomattox County, Virginia","6563","205","6050","243","4514","285","178","69","5817","244","1062","212","3758","279","16","19","156","90","0","21","513","148","5263","301","9","15","5254","302","4693","279","1349","253","3265","292","664","163","1300","208","905","207","0","21","481","160","424","141","2793","307","9","15","2211","277","573","157","2865","290","0","21","2562","282","303","114","(X)","(X)","92.2","2.2","68.8","4.0","2.7","1.0","88.6","2.3","16.2","3.1","57.3","3.8","0.2","0.3","2.4","1.4","0.0","0.6","7.8","2.2","80.2","3.2","0.1","0.2","80.1","3.3","71.5","3.2","20.6","3.7","49.7","3.9","10.1","2.5","19.8","3.2","(X)","(X)","0.0","4.3","53.1","12.0","46.9","12.0","(X)","(X)","0.3","0.5","79.2","5.0","20.5","5.0","(X)","(X)","0.0","1.4","89.4","3.8","10.6","3.8",
"0500000US51013","Arlington County, Virginia","111530","973","108854","1048","102952","1283","1798","363","105627","1122","3360","459","80327","1565","508","148","4587","633","8","13","2676","398","105436","1166","50","42","105386","1161","101161","1253","8114","700","96382","1391","3674","448","6094","643","7566","729","0","31","5874","654","1692","380","19782","964","0","31","17418","897","2364","514","84182","1422","50","42","82094","1429","2038","415","(X)","(X)","97.6","0.4","92.3","0.7","1.6","0.3","94.7","0.5","3.0","0.4","72.0","1.2","0.5","0.1","4.1","0.6","0.0","0.1","2.4","0.4","94.5","0.6","0.0","0.1","94.5","0.6","90.7","0.7","7.3","0.6","86.4","0.9","3.3","0.4","5.5","0.6","(X)","(X)","0.0","0.5","77.6","4.5","22.4","4.5","(X)","(X)","0.0","0.2","88.0","2.4","12.0","2.4","(X)","(X)","0.1","0.1","97.5","0.5","2.4","0.5",
"0500000US51015","Augusta County, Virginia","30644","429","28380","564","22414","799","1073","233","26393","561","3762","490","17345","631","247","134","448","220","0","31","2264","366","26536","633","136","66","26400","640","24145","683","6250","595","17529","726","2534","419","4108","456","2689","433","5","9","1636","320","1048","277","11692","687","94","59","9477","694","2121","369","16263","643","37","32","15287","663","939","267","(X)","(X)","92.6","1.2","73.1","2.3","3.5","0.8","86.1","1.5","12.3","1.6","56.6","1.9","0.8","0.4","1.5","0.7","0.0","0.1","7.4","1.2","86.6","1.5","0.4","0.2","86.2","1.5","78.8","1.7","20.4","1.9","57.2","2.2","8.3","1.4","13.4","1.5","(X)","(X)","0.2","0.3","60.8","7.6","39.0","7.6","(X)","(X)","0.8","0.5","81.1","3.1","18.1","3.1","(X)","(X)","0.2","0.2","94.0","1.7","5.8","1.6",
"0500000US51017","Bath County, Virginia","1781","144","1487","135","953","170","107","59","1223","175","170","90","1030","178","100","98","0","13","0","13","294","113","1425","145","9","12","1416","146","1037","184","97","51","1173","163","289","93","356","142","289","112","0","13","100","74","189","82","695","152","9","12","600","133","86","63","797","164","0","13","716","160","81","65","(X)","(X)","83.5","5.8","53.5","9.4","6.0","3.3","68.7","8.5","9.5","4.9","57.8","9.6","5.6","5.6","0.0","2.2","0.0","2.2","16.5","5.8","80.0","7.3","0.5","0.7","79.5","7.4","58.2","9.4","5.4","2.9","65.9","7.9","16.2","5.3","20.0","7.3","(X)","(X)","0.0","12.9","34.6","19.5","65.4","19.5","(X)","(X)","1.3","1.8","86.3","8.5","12.4","8.2","(X)","(X)","0.0","4.9","89.8","7.7","10.2","7.7",
"0500000US51019","Bedford County, Virginia","32698","526","30457","570","25002","607","977","247","28761","623","3970","484","19219","613","154","66","715","185","0","31","2241","314","28261","638","18","22","28243","639","26539","654","6391","542","18944","709","3189","388","4437","443","3168","368","0","31","2025","311","1143","251","12733","700","7","13","10472","648","2254","383","16797","620","11","18","15746","618","1040","259","(X)","(X)","93.1","0.9","76.5","1.7","3.0","0.8","88.0","1.2","12.1","1.4","58.8","1.8","0.5","0.2","2.2","0.6","0.0","0.1","6.9","0.9","86.4","1.3","0.1","0.1","86.4","1.3","81.2","1.5","19.5","1.6","57.9","1.9","9.8","1.2","13.6","1.3","(X)","(X)","0.0","1.3","63.9","6.6","36.1","6.6","(X)","(X)","0.1","0.1","82.2","2.8","17.7","2.8","(X)","(X)","0.1","0.1","93.7","1.5","6.2","1.5",
"0500000US51021","Bland County, Virginia","2345","169","1912","179","1226","181","64","39","1759","182","566","180","838","157","24","33","6","9","0","19","433","135","1633","172","14","15","1619","173","1372","190","361","107","998","151","403","116","712","200","277","98","7","11","160","72","110","55","1159","161","7","11","855","141","297","95","909","176","0","19","604","131","305","177","(X)","(X)","81.5","5.4","52.3","7.6","2.7","1.7","75.0","5.8","24.1","7.2","35.7","6.1","1.0","1.4","0.3","0.4","0.0","1.7","18.5","5.4","69.6","7.5","0.6","0.7","69.0","7.5","58.5","7.8","15.4","4.5","42.6","6.7","17.2","4.9","30.4","7.5","(X)","(X)","2.5","3.9","57.8","14.2","39.7","14.8","(X)","(X)","0.6","0.9","73.8","7.1","25.6","7.1","(X)","(X)","0.0","4.3","66.4","15.9","33.6","15.9",
"0500000US51023","Botetourt County, Virginia","13105","319","11889","474","9994","480","507","157","10964","455","1232","238","7659","486","109","60","301","131","0","28","1216","300","11493","443","27","26","11466","437","10510","438","1895","290","8779","483","1544","301","1612","296","1124","266","0","28","654","219","470","147","5059","385","27","26","4233","380","799","187","6922","416","0","28","6579","418","343","183","(X)","(X)","90.7","2.3","76.3","2.7","3.9","1.2","83.7","2.5","9.4","1.8","58.4","3.3","0.8","0.5","2.3","1.0","0.0","0.3","9.3","2.3","87.7","2.3","0.2","0.2","87.5","2.2","80.2","2.5","14.5","2.2","67.0","2.9","11.8","2.3","12.3","2.3","(X)","(X)","0.0","3.5","58.2","11.1","41.8","11.1","(X)","(X)","0.5","0.5","83.7","3.5","15.8","3.6","(X)","(X)","0.0","0.6","95.0","2.6","5.0","2.6",
"0500000US51025","Brunswick County, Virginia","6390","258","5496","254","3572","272","184","84","5111","280","1391","252","3233","281","123","81","55","41","0","21","894","167","4952","278","0","21","4952","278","4585","282","1678","263","2384","280","924","209","1438","254","961","202","0","21","432","107","529","170","3156","300","0","21","2429","280","727","156","2273","229","0","21","2091","225","182","90","(X)","(X)","86.0","2.5","55.9","4.1","2.9","1.3","80.0","3.0","21.8","3.6","50.6","4.5","1.9","1.3","0.9","0.7","0.0","0.6","14.0","2.5","77.5","3.7","0.0","0.6","77.5","3.7","71.8","3.8","26.3","4.2","37.3","4.0","14.5","3.2","22.5","3.7","(X)","(X)","0.0","4.1","45.0","10.0","55.0","10.0","(X)","(X)","0.0","1.3","77.0","4.6","23.0","4.6","(X)","(X)","0.0","1.7","92.0","3.8","8.0","3.8",
